x,y,z,vx,vy,vz,force,label
0.088,-1.7431537324696934e-12,0.821,4.743045025866439e-05,-4.6456328121994084e-05,-6.361803224998883e-06,0,pushaway
0.08800019762667642,-1.935701722038631e-07,0.8209999734924663,2.7594693274208034e-05,-3.537966279845417e-05,-3.6993642584847043e-06,0,pushaway
0.0880003126044476,-3.4098560966843535e-07,0.820999958078442,0.004424998311434579,5.100407241786588e-05,-0.025988957849930622,0,pushaway
0.08801868333998478,-1.2799153896263692e-07,0.8208915427942234,0.008371017564047827,4.1463981813821845e-05,-0.04919051226763206,0,pushaway
0.08805332236191966,4.551664835627075e-08,0.8206861205583268,0.011786803970019718,3.303809650677641e-05,-0.06977931029297808,0,pushaway
0.08810194742302398,1.840276568268441e-07,0.8203944351797887,0.014664792544712264,3.700623512800369e-05,-0.08793784374722594,0,pushaway
0.08816227110542692,3.3944797054134154e-07,0.8200265193582346,0.01702672080347473,2.8406372991505607e-05,-0.10384978840421182,0,pushaway
0.08823211684981888,4.589560622612731e-07,0.819591678238039,0.01889043772715085,2.1060948578556895e-05,-0.11769246735464758,0,pushaway
0.08830939791493585,5.477168488791031e-07,0.8190985070083606,0.02028235519037722,2.550756683833003e-05,-0.12963637970738714,0,pushaway
0.08839214916193755,6.553773894202438e-07,0.8185549121155375,0.0212473828494813,1.7890236291268076e-05,-0.13984517664362317,0,pushaway
0.08847860098112768,7.310339128346995e-07,0.8179681337079688,0.02181828695437269,1.1466572992269297e-05,-0.14847100187568166,0,pushaway
0.08856712629764335,7.796495663806852e-07,0.8173447893882585,0.022030001530808932,1.593609445765152e-05,-0.15565605824082349,0,pushaway
0.08865624769221356,8.472738205942081e-07,0.8166909120964055,0.04458631559110189,1.221297997097565e-05,-0.1536582406856161,0,pushaway
0.08883937295374018,8.992115489968875e-07,0.8160448576607213,0.08542813696039654,9.074330365523419e-06,-0.14484694029457731,0,pushaway
0.08919293039390774,9.378834275099518e-07,0.8154352034000508,0.12224290019639936,1.4385604374284507e-05,-0.13736306846419244,0,pushaway
0.08970009628215704,9.99127821134432e-07,0.8148565473067831,0.1554246769801968,7.925060907653037e-06,-0.1310389699009131,0,pushaway
0.09034569715204702,1.0329672605117984e-06,0.8143041544756894,0.18531706942185094,2.62108984292714e-06,-0.12572726347490004,0,pushaway
0.09111599788645638,1.0442707962216044e-06,0.8137738796029618,0.2122327578340952,7.3508093347239686e-06,-0.12129988764840531,0,pushaway
0.0919985715334918,1.075679331001681e-06,0.8132620916842881,0.23641362810610142,1.455282068169928e-05,-0.11765059893543577,0,pushaway
0.09298200366158768,1.1377448772073621e-06,0.812765590155424,0.2582831777427106,4.938835712007017e-06,-0.1146701162733606,0,pushaway
0.09405664646862293,1.1588856614417287e-06,0.8122816081896873,0.2779003728572149,8.386093600509934e-06,-0.11228758462473265,0,pushaway
0.09521310206462502,1.1946950506113094e-06,0.8118076756226931,0.29554832402756936,9.719623938264928e-07,-0.11042544453287648,0,pushaway
0.09644315386293749,1.19891654018742e-06,0.8113416345308219,0.3114075836129343,3.5814113702129687e-06,-0.1090176979888201,0,pushaway
0.097739339420471,1.2142375483149963e-06,0.8108815969129742,0.32565849094479005,5.282161061161492e-06,-0.10800902429268361,0,pushaway
0.09909494915593109,1.2367924228580228e-06,0.8104259011916704,0.3384590725626942,5.369587807110336e-06,-0.1073503627216902,0,pushaway
0.10050393312982775,1.2597079528081806e-06,0.8099730872852993,0.3499531700898379,2.802944015065447e-06,-0.10699889147968811,0,pushaway
0.10196084172486908,1.2716719739645403e-06,0.8095218714242728,0.36026801043437207,8.189370988710939e-06,-0.10691692519295082,0,pushaway
0.10346075624810974,1.3065882678529588e-06,0.8090711254082806,0.36954146561848156,-3.0686202966700366e-06,-0.1070751631881606,0,pushaway
0.10499933308043854,1.2934825661852277e-06,0.8086198418285327,0.3778807112286413,-2.627309365677051e-05,-0.1074400698365775,0,pushaway
0.10657267588177972,1.1814228726372318e-06,0.8081671530328215,0.3852604848118905,-5.089474817032755e-05,-0.1079809203618578,0,pushaway
0.10817678343333731,9.643001985576618e-07,0.8077123190368091,0.39190553866525035,-6.301706862055833e-05,-0.10868361622905967,0,pushaway
0.10980859142415968,6.954458165759303e-07,0.8072546582847491,0.3978126520744581,-6.064482547465248e-05,-0.10951974869366252,0,pushaway
0.11146502255252096,4.3668659079254495e-07,0.8067936081986911,0.40308603857913555,-5.118266411863714e-05,-0.11047829785118132,0,pushaway
0.11314343392217717,2.1827283561100327e-07,0.8063286517937732,0.4077896832935515,-4.0229782239856776e-05,-0.11154441986905347,0,pushaway
0.11484144948967666,4.6572430690183654e-08,0.8058593341913945,0.41199066667931417,-4.0105957143904326e-05,-0.11270693993413874,0,pushaway
0.11655697289953129,-1.2459711795932282e-07,0.8053852472651384,0.4157114006449287,-2.8749966955330217e-05,-0.11394874825317286,0,pushaway
0.11828800145746435,-2.473243346203815e-07,0.8049060549099558,0.41902262388095635,-2.8116177846629083e-05,-0.11526440464106016,0,pushaway
0.12003282730501574,-3.6733886868652653e-07,0.8044214437401893,0.4219530754198333,-2.7626120561362095e-05,-0.11664247615257645,0,pushaway
0.12178986251581612,-4.852526071483664e-07,0.8039311485479578,0.42452946961484755,-1.6417554113861287e-05,-0.11807283466318852,0,pushaway
0.12355763063686388,-5.55350026637631e-07,0.803434946826858,0.4268059456812997,-1.588485793937224e-05,-0.1195527014257102,0,pushaway
0.12533488084906005,-6.231637051794328e-07,0.8029326277630234,0.4288022190131948,-1.5475603268167988e-05,-0.12107382784019552,0,pushaway
